name
Pongo
Cheirogaleus
Microcebus
Plecturocebus
Cheracebus
Giraffa
Saimiri
Macaca
Cacajao
Pithecia
Eumops
Mormopterus
Canis
Pedetes
Akodon
Calomys
Baiyankamys
Hydromys
Margaretamys
Paucidentomys
Waiomys
Oecomys
Saxatilomys
Leptomys
Coccymys
Eliurus
Neomicroxus
Hylomyscus
Microhydromys
Musseromys
Soricomys
Sooretamys
Nephelomys
Transandinomys
Oreoryzomys
Hylaeamys
Mindomys
Mirzamys
Pseudohydromys
Euryoryzomys
Cerradomys
Eremoryzomys
Aegialomys
Tonkinomys
Voalavo
Halmaheramys
Rattus
Mus
Otomys
Myotomys
Uromys
Vandeleuria
Sommeromys
Stenocephalemys
Rhabdomys
Rhagamys
Taeromys
Thamnomys
Pseudomys
Protochromys
Praomys
Pogonomys
Pithecheirops
Pithecheir
Paramelomys
Niviventer
Nesoromys
Myomyscus
Nilopegamys
Mylomys
Micaelamys
Melomys
Mastomys
Mastacomys
Mammelomys
Madromys
Limnomys
Lemniscomys
Leopoldamys
Hadromys
Hybomys
Grammomys
Echiothrix
Desmomys
Diplothrix
Dephomys
Dasymys
Crunomys
Crateromys
Chrotomys
Bullimus
Arvicanthis
Batomys
Apomys
Apodemus
Taterillus
Abeomelomys
Aethomys
Meriones
Gerbilliscus
Dipodillus
Lophuromys
Acomys
Thomasomys
Thaptomys
Sigmodon
Tapecomys
Rhipidomys
Scapteromys
Salinomys
Reithrodon
Punomys
Rhagomys
Phyllotis
Pearsonomys
Oxymycterus
Paralomys
Nectomys
Oligoryzomys
Noronhomys
Oryzomys
Necromys
Neacomys
Microakodontomys
Megaoryzomys
Loxodontomys
Lundomys
Juliomys
Handleyomys
Graomys
Deltamys
Chibchanomys
Chelemys
Brucepattersonius
Andalgalomys
Amphinectomys
Aepeomys
Abrothrix
Peromyscus
Neotoma
Habromys
Neodon
Myodes
Microtus
Lemmus
Eothenomys
Caryomys
Blanfordimys
Arvicola
Alticola
Nesomys
Monticolomys
Brachytarsomys
Steatomys
Dendromus
Cricetomys
Calomyscus
Tachyoryctes
Spalax
Eospalax
Salpingotulus
Allactaga
Dryomys
Eliomys
Graphiurus
Chaetocauda
Hsunycteris
Glis
Vampyriscus
Myotis
Rhinolophus
Anoura
Thyroptera
Scotophilus
Casinycteris
Miniopterus
Triaenops
Paratriaenops
Neoromicia
Megaloglossus
Sturnira
Rhinopoma
Tylonycteris
Lonchophylla
Pteropus
Natalus
Dryadonycteris
Niumbaha
Micronycteris
Perimyotis
Dyacopterus
Parastrellus
Epomophorus
Plecotus
Dermanura
Murina
Lophostoma
Eptesicus
Chaerephon
Hipposideros
Coleura
Paremballonura
Xeronycteris
Asellia
Rhogeessa
Artibeus
Carollia
Barbastella
Otonycteris
Desmalopex
Kerivoula
Styloctenium
Harpiola
Nyctophilus
Pteralopex
Mirimiri
Myzopoda
Pipistrellus
Phoniscus
Harpiocephalus
Cistugo
Bauerus
Vespertilio
Vespadelus
Hypsugo
Histiotus
Glauconycteris
Falsistrellus
Chalinolobus
Scotozous
Nyctalus
Scotorepens
Scotoecus
Scoteanax
Nycticeius
Lasiurus
Arielulus
Tadarida
Sauromys
Platymops
Otomops
Mops
Molossus
Cynomops
Cheiromeles
Nyctiellus
Chilonatalus
Pteronotus
Mormoops
Vampyressa
Enchisthenes
Trinycteris
Tonatia
Neonycteris
Mimon
Lonchorhina
Glyphonycteris
Phyllonycteris
Lampronycteris
Nycteris
Peropteryx
Centronycteris
Taphozous
Emballonura
Saccopteryx
Coelops
Rousettus
Plerotes
Paranyctimene
Notopteris
Nyctimene
Melonycteris
Nanonycteris
Lissonycteris
Epomops
Eonycteris
Dobsonia
Cynopterus
Aethalops
Trachypithecus
Chlorocebus
Propithecus
Chiropotes
Gorilla
Brachyteles
Symphalangus
Nomascus
Hylobates
Hoolock
Semnopithecus
Rhinopithecus
Simias
Presbytis
Piliocolobus
Colobus
Cercopithecus
Allochrocebus
Miopithecus
Papio
Rungwecebus
Lophocebus
Cercocebus
Lagothrix
Alouatta
Ateles
Aotus
Cebus
Sapajus
Saguinus
Mico
Tarsius
Cebuella
Cephalopachus
Nycticebus
Carlito
Loris
Sciurocheirus
Galagoides
Avahi
Varecia
Eulemur
Hapalemur
Prolemur
Lepilemur
Phaner
Mirza
Antechinus
Inia
Leopardus
Tapirus
Biswamoyopterus
Neofelis
Urocitellus
Petaurista
Xerospermophilus
Callospermophilus
Ictidomys
Otospermophilus
Spermophilus
Poliocitellus
Notocitellus
Tamiops
Prosciurillus
Petinomys
Dremomys
Eoglaucomys
Hylopetes
Tapirella
Acrocodia
Equus
Ceratotherium
Bassaricyon
Chaetodipus
Heteromys
Cratogeomys
Cephalophus
Naemorhedus
Capricornis
Oryx
Sus
Axis
Madoqua
Philantomba
Hippopotamus
Vicugna
Nanger
Pseudoryx
Gazella
Saiga
Eudorcas
Damaliscus
Perognathus
Alcelaphus
Beatragus
Rusa
Rucervus
Muntiacus
Mazama
Moschus
Tragulus
Alces
Babyrousa
Sphiggurus
Mesocapromys
Phyllomys
Chinchilla
Capromys
Trinomys
Thrichomys
Proechimys
Mesomys
Makalata
Isothrix
Callistomys
Cuscomys
Abrocoma
Salinoctomys
Octodon
Pipanacoctomys
Aconaemys
Ctenomys
Cuniculus
Kerodon
Myoprocta
Hydrochoerus
Cavia
Lagostomus
Coendou
Cryptomys
Mesoplodon
Sotalia
Sylvilagus
Manis
Orcaella
Lepus
Viverricula
Balaenoptera
Ochotona
Galeopterus
Bradypus
Tupaia
Ictonyx
Calyptophractus
Aonyx
Spilogale
Mustela
Neovison
Meles
Lutra
Lycalopex
Hyaena
Proteles
Herpestes
Galerella
Crossarchus
Genetta
Poiana
Puma
Prionailurus
Talpa
Sylvisorex
Suncus
Sorex
Solenodon
Notiosorex
Nesophontes
Nesiotites
Myosorex
Neomys
Mogera
Episoriculus
Dymecodon
Cryptotis
Crocidura
Congosorex
Chodsigoa
Chimarrogale
Blarina
Blarinella
Anourosorex
Paraechinus
Neohylomys
Neotetracus
Hylomys
Erinaceus
Neamblysomus
Calcochloris
Amblysomus
Carpitalpa
Hemicentetes
Microgale
Trichosurus
Thylogale
Spilocuscus
Strigocuscus
Pseudochirulus
Phalanger
Pseudochirops
Potorous
Petrogale
Petaurus
Dendrolagus
Ailurops
Bettongia
Sminthopsis
Pseudantechinus
Phascomurexia
Paramurexia
Myoictis
Murexechinus
Sarcophilus
Micromurexia
Dasyuroides
Caenolestes
Antechinomys
Tlacuatzin
Thylamys
Philander
Monodelphis
Micoureus
Marmosops
Hyladelphys
Gracilinanus
Marmosa
Didelphis
Zaglossus
Uropsilus
Laonastes
Urotrichus
Scaptochirus
Scaptonyx
Scapanulus
Parascaptor
Euroscaptor
Desmana
Galemys
Soriculus
Nectogale
Megasorex
Surdisorex
Solisorex
Scutisorex
Paracrocidura
Ruwenzorisorex
Feroculus
Diplomesodon
Podogymnura
Mesechinus
Echinosorex
Hemiechinus
Atelerix
Eremitalpa
Cryptochloris
Chrysospalax
Chrysochloris
Chlorotalpa
Setifer
Tenrec
Echinops
Micropotamogale
Potamogale
Oryzorictes
Limnogale
Geogale
Juscelinomys
Zygodontomys
Xenomys
Wilfredomys
Wiedomys
Tylomys
Thalpomys
Sigmodontomys
Scotinomys
Scolomys
Rheomys
Reithrodontomys
Podoxymys
Pseudoryzomys
Phaenomys
Ototylomys
Otonyctomys
Osgoodomys
Notiomys
Nyctomys
Neusticomys
Nesoryzomys
Neotomys
Neotomodon
Nelsonia
Microryzomys
Melanomys
Megalomys
Megadontomys
Lenoxus
Kunsia
Isthmomys
Irenomys
Ichthyomys
Holochilus
Hodomys
Geoxus
Galenomys
Euneomys
Eligmodontia
Delomys
Chinchillula
Chilomys
Bibimys
Blarinomys
Baiomys
Auliscomys
Anotomys
Andinomys
Abrawayaomys
Microdillus
Tatera
Sekeetamys
Psammomys
Rhombomys
Pachyuromys
Gerbillus
Gerbillurus
Desmodillus
Desmodilliscus
Brachiones
Ammodillus
Volemys
Prometheomys
Myopus
Proedromys
Lasiopodomys
Lagurus
Hyperacrius
Eolagurus
Ellobius
Dinaromys
Dicrostonyx
Chionomys
Parotomys
Macrotarsomys
Hypogeomys
Gymnuromys
Brachyuromys
Saccostomus
Beamys
Rhizomys
Cannomys
Mystromys
Myospalax
Tscherskia
Phodopus
Mesocricetus
Cricetus
Cricetulus
Cansumys
Allocricetulus
Malacothrix
Megadendromus
Deomys
Prionomys
Leimacomys
Dendroprionomys
Lophiomys
Petromyscus
Delanymys
Typhlomys
Platacanthomys
Trogopterus
Pteromyscus
Pteromys
Petaurillus
Iomys
Eupetaurus
Belomys
Aeromys
Aeretes
Xerus
Tamiasciurus
Tamias
Sundasciurus
Syntheosciurus
Spermophilopsis
Sciurus
Sciurotamias
Sciurillus
Rubrisciurus
Rhinosciurus
Rheithrosciurus
Ratufa
Protoxerus
Paraxerus
Nannosciurus
Microsciurus
Myosciurus
Menetes
Marmota
Lariscus
Hyosciurus
Heliosciurus
Glyphotes
Funisciurus
Funambulus
Exilisciurus
Epixerus
Cynomys
Callosciurus
Atlantoxerus
Ammospermophilus
Promops
Nyctinomops
Myopterus
Molossops
Mystacina
Tomopeas
Scotomanes
Pharotis
Philetor
Mimetillus
Laephotis
Ia
Hesperoptenus
Glischropus
Eudiscopus
Furipterus
Amorphochilus
Noctilio
Diaemus
Platyrrhinus
Desmodus
Vampyrodes
Uroderma
Pygoderma
Sphaeronycteris
Phyllops
Mesophylla
Chiroderma
Ectophylla
Centurio
Ardops
Ariteus
Rhinophylla
Ametrida
Scleronycteris
Musonycteris
Lichonycteris
Hylonycteris
Glossophaga
Choeroniscus
Brachyphylla
Platalina
Lionycteris
Trachops
Phyllostomus
Vampyrum
Phylloderma
Macrophyllum
Chrotopterus
Eidolon
Megaderma
Cardioderma
Macroderma
Lavia
Saccolaimus
Rhynchonycteris
Mosia
Diclidurus
Cyttarops
Cormura
Balantiopteryx
Syconycteris
Macroglossus
Thoopterus
Scotonycteris
Sphaerias
Ptenochirus
Penthetor
Otopteropus
Neopteryx
Myonycteris
Micropteropus
Megaerops
Latidens
Hypsignathus
Harpyionycteris
Haplonycteris
Chironax
Balionycteris
Alionycteris
Aproteles
Acerodon
Craseonycteris
Rhinonicteris
Cloeotis
Aselliscus
Anthops
Nesolagus
Pronolagus
Romerolagus
Poelagus
Pentalagus
Caprolagus
Prolagus
Bunolagus
Liomys
Dipodomys
Zygogeomys
Pappogeomys
Orthogeomys
Geomys
Redunca
Pelea
Kobus
Hippotragus
Rupicapra
Pseudois
Ovis
Hemitragus
Capra
Budorcas
Tragelaphus
Bubalus
Tetracerus
Taurotragus
Raphicerus
Procapra
Pantholops
Ourebia
Oreotragus
Neotragus
Litocranius
Dorcatragus
Ammodorcas
Antidorcas
Connochaetes
Aepyceros
Pudu
Ozotoceros
Hippocamelus
Capreolus
Blastocerus
Elaphodus
Hydropotes
Elaphurus
Okapia
Moschiola
Hyemoschus
Camelus
Hexaprotodon
Catagonus
Lama
Potamochoerus
Hylochoerus
Phacochoerus
Rhinoceros
Diceros
Dicerorhinus
Tamandua
Cyclopes
Choloepus
Myrmecophaga
Zaedyus
Tolypeutes
Priodontes
Euphractus
Dasypus
Chaetophractus
Cabassous
Chlamyphorus
Hydrictis
Pusa
Vulpes
Lobodon
Pagophilus
Histriophoca
Zalophus
Viverra
Prionodon
Civettictis
Paradoxurus
Macrogalidia
Paguma
Arctogalidia
Chrotogale
Hemigalus
Cynogale
Eupleres
Fossa
Diplogale
Nandinia
Arctictis
Procyon
Nasuella
Poecilogale
